Date  :Open  :High  :Low  :Close     Closing price adjusted for splits. :Adj Close     Adjusted closing price adjusted for splits and dividend and/or capital gain distributions. :Volume  
3 June 2024:47.90:48.92:46.61:47.07:47.07:8,814,200
31 May 2024:48.75:48.85:46.25:47.19:47.19:6,094,900
30 May 2024:52.00:52.04:48.07:48.54:48.54:3,947,000
29 May 2024:53.41:54.52:53.00:53.11:53.11:1,785,100
28 May 2024:55.25:55.40:53.21:53.50:53.50:1,806,900
24 May 2024:56.20:57.45:55.05:55.17:55.17:1,692,700
23 May 2024:58.40:58.73:56.24:56.99:56.99:1,942,200
22 May 2024:59.34:59.45:57.37:57.44:57.44:1,023,400
21 May 2024:58.30:58.69:57.94:58.17:58.17:1,669,300
20 May 2024:56.48:58.60:56.25:58.52:58.52:1,488,100
17 May 2024:56.69:56.81:55.81:56.26:56.26:1,520,100
16 May 2024:56.72:57.57:56.06:56.50:56.50:2,550,900
15 May 2024:55.51:57.31:54.40:57.10:57.10:2,244,500
14 May 2024:53.41:54.67:53.32:54.28:54.28:1,738,300
13 May 2024:52.95:54.21:52.95:53.27:53.27:1,405,400
10 May 2024:52.85:53.85:52.68:52.87:52.87:1,467,900
9 May 2024:52.91:53.54:52.29:52.91:52.91:1,296,500
8 May 2024:52.86:53.54:51.89:52.94:52.94:1,832,200
7 May 2024:54.47:54.65:52.90:53.46:53.46:2,290,700
6 May 2024:54.87:55.62:54.57:55.21:55.21:1,029,900
3 May 2024:55.75:56.37:54.09:54.54:54.54:1,345,800
2 May 2024:54.01:54.60:52.61:54.42:54.42:1,196,900
1 May 2024:53.49:54.89:51.88:53.36:53.36:1,852,600
30 Apr 2024:54.60:54.96:52.43:52.47:52.47:1,696,800
29 Apr 2024:55.60:55.94:54.86:55.35:55.35:1,109,700
26 Apr 2024:56.55:56.92:54.98:55.46:55.46:1,675,200
25 Apr 2024:54.18:56.15:54.01:56.01:56.01:1,240,900
24 Apr 2024:56.96:56.99:55.29:56.38:56.38:1,647,400
23 Apr 2024:52.88:56.44:52.88:56.08:56.08:2,542,000
22 Apr 2024:51.81:52.66:50.90:52.52:52.52:1,645,600
19 Apr 2024:52.52:52.55:50.74:51.49:51.49:1,653,700
18 Apr 2024:53.47:53.96:52.41:52.56:52.56:1,545,500
17 Apr 2024:54.00:54.98:53.35:53.51:53.51:1,076,300
16 Apr 2024:53.29:53.94:52.39:53.86:53.86:1,475,200
15 Apr 2024:57.16:57.32:53.73:53.83:53.83:1,887,700
12 Apr 2024:59.87:59.87:56.72:57.07:57.07:1,288,200
11 Apr 2024:58.58:59.28:57.55:58.11:58.11:1,792,400
10 Apr 2024:57.49:58.42:57.00:57.95:57.95:1,662,100
9 Apr 2024:59.72:59.88:58.68:59.53:59.53:1,891,300
8 Apr 2024:56.90:58.64:56.41:58.60:58.60:1,183,800
5 Apr 2024:56.00:56.47:55.10:56.38:56.38:1,559,100
4 Apr 2024:57.03:57.96:56.18:56.60:56.60:2,564,100
3 Apr 2024:54.94:56.65:54.35:56.51:56.51:1,518,300
2 Apr 2024:54.27:55.36:53.41:55.21:55.21:1,865,900
1 Apr 2024:58.17:58.58:55.52:55.55:55.55:2,251,900
28 Mar 2024:58.98:59.25:58.17:58.32:58.32:2,079,500
27 Mar 2024:59.42:59.69:57.86:58.75:58.75:1,932,600
26 Mar 2024:59.17:59.72:58.35:59.08:59.08:1,520,300
25 Mar 2024:58.68:59.06:58.22:58.80:58.80:1,625,500
22 Mar 2024:59.37:60.09:58.24:58.72:58.72:2,284,300
21 Mar 2024:58.22:60.62:57.90:59.87:59.87:4,289,400
20 Mar 2024:55.41:57.43:54.95:57.22:57.22:2,347,400
19 Mar 2024:54.51:56.16:54.40:55.58:55.58:1,551,000
18 Mar 2024:53.68:55.76:53.60:55.24:55.24:2,957,300
15 Mar 2024:54.37:54.47:53.10:53.42:53.42:4,542,900
14 Mar 2024:55.10:55.52:54.13:54.77:54.77:2,545,700
13 Mar 2024:56.53:57.17:55.59:55.67:55.67:2,514,700
12 Mar 2024:57.18:58.36:56.55:57.24:57.24:3,199,600
11 Mar 2024:57.09:57.74:56.10:56.44:56.44:3,117,700
8 Mar 2024:59.10:59.50:57.00:57.70:57.70:3,485,300
7 Mar 2024:61.78:62.62:58.48:59.08:59.08:4,858,500
6 Mar 2024:61.68:63.85:61.21:61.42:61.42:6,041,600
5 Mar 2024:60.00:66.10:58.50:58.84:58.84:22,071,200
4 Mar 2024:74.90:76.41:72.51:74.47:74.47:11,406,000
1 Mar 2024:71.55:74.05:70.41:73.31:73.31:3,163,800
29 Feb 2024:72.47:72.66:70.68:72.12:72.12:2,325,700
28 Feb 2024:71.13:72.79:70.29:72.20:72.20:1,242,900
27 Feb 2024:71.98:73.16:71.09:72.13:72.13:1,533,200
26 Feb 2024:70.72:72.44:69.54:71.11:71.11:1,588,400
23 Feb 2024:70.18:70.92:68.61:69.94:69.94:1,444,500
22 Feb 2024:70.28:70.50:68.79:69.61:69.61:1,798,900
21 Feb 2024:67.51:68.09:66.09:67.41:67.41:2,647,500
20 Feb 2024:72.64:72.84:68.37:70.18:70.18:1,790,600
16 Feb 2024:74.04:76.58:73.18:73.37:73.37:2,317,400
15 Feb 2024:74.62:75.82:73.60:74.10:74.10:2,393,900
14 Feb 2024:73.58:75.12:72.73:74.05:74.05:2,128,900
13 Feb 2024:69.89:73.84:68.05:72.63:72.63:3,077,100
12 Feb 2024:76.56:76.69:71.92:72.80:72.80:4,572,800
9 Feb 2024:77.69:78.53:76.53:77.60:77.60:2,027,400
8 Feb 2024:73.88:76.87:73.47:76.19:76.19:3,086,700
7 Feb 2024:71.60:73.85:70.54:72.75:72.75:1,615,400
6 Feb 2024:72.77:73.05:68.95:70.95:70.95:1,828,600
5 Feb 2024:72.16:73.27:70.20:71.97:71.97:1,436,400
2 Feb 2024:71.61:73.51:69.63:72.35:72.35:2,171,700
1 Feb 2024:72.25:73.20:70.88:72.33:72.33:2,054,000
31 Jan 2024:73.10:73.34:70.54:71.11:71.11:2,544,200
30 Jan 2024:73.87:75.16:73.41:74.38:74.38:2,364,200
29 Jan 2024:70.12:73.68:69.74:73.58:73.58:2,942,300
26 Jan 2024:70.03:71.12:69.05:69.41:69.41:1,132,300
25 Jan 2024:69.51:70.89:67.45:70.00:70.00:2,609,400
24 Jan 2024:71.17:71.71:66.66:68.48:68.48:3,287,300
23 Jan 2024:71.00:71.18:69.01:70.68:70.68:1,842,400
22 Jan 2024:69.87:71.91:69.29:70.29:70.29:3,174,600
19 Jan 2024:65.90:68.37:65.24:68.37:68.37:3,028,300
18 Jan 2024:65.64:66.22:63.61:65.10:65.10:3,144,500
17 Jan 2024:61.63:65.12:59.88:63.46:63.46:2,852,500
16 Jan 2024:61.01:63.66:60.78:62.73:62.73:2,280,600
12 Jan 2024:62.78:62.78:60.78:61.56:61.56:1,066,300
11 Jan 2024:62.52:62.98:60.76:62.03:62.03:1,324,200
10 Jan 2024:61.58:62.58:60.20:62.29:62.29:1,542,600
9 Jan 2024:59.07:61.85:59.07:61.29:61.29:1,757,900
8 Jan 2024:59.23:60.69:58.80:59.65:59.65:1,501,200
5 Jan 2024:57.00:58.46:56.40:57.00:57.00:1,257,100
4 Jan 2024:58.40:59.09:57.43:57.58:57.58:1,638,100
3 Jan 2024:59.31:59.99:57.74:58.35:58.35:1,393,700
2 Jan 2024:61.59:62.00:58.79:60.04:60.04:2,153,200
29 Dec 2023:64.12:64.85:62.77:62.96:62.96:1,235,200
28 Dec 2023:63.95:65.13:63.69:64.62:64.62:1,000,600
27 Dec 2023:64.64:65.52:63.80:64.13:64.13:840,300
26 Dec 2023:63.00:64.97:62.49:64.47:64.47:1,222,200
22 Dec 2023:63.51:64.00:62.84:63.19:63.19:1,193,600
21 Dec 2023:63.01:64.62:62.40:63.24:63.24:1,899,800
20 Dec 2023:62.93:63.90:61.41:61.76:61.76:2,207,400
19 Dec 2023:63.78:64.19:62.70:63.83:63.83:2,324,300
18 Dec 2023:62.41:65.05:62.05:63.88:63.88:2,891,100
15 Dec 2023:64.00:64.79:61.53:62.34:62.34:5,350,300
14 Dec 2023:64.81:67.55:63.90:64.80:64.80:5,156,200
13 Dec 2023:61.65:64.89:60.94:64.72:64.72:3,512,100
12 Dec 2023:59.92:61.69:59.31:61.56:61.56:2,806,100
11 Dec 2023:59.06:60.19:58.46:59.69:59.69:2,595,400
8 Dec 2023:57.90:59.49:57.21:59.20:59.20:2,642,200
7 Dec 2023:59.60:60.51:58.07:59.07:59.07:2,962,600
6 Dec 2023:59.99:62.21:59.41:60.10:60.10:4,742,600
5 Dec 2023:59.68:61.26:55.19:58.99:58.99:19,202,300
4 Dec 2023:52.44:54.30:52.22:52.93:52.93:8,275,600
1 Dec 2023:48.88:52.86:48.71:52.47:52.47:3,819,800
30 Nov 2023:48.94:49.66:47.69:48.34:48.34:1,114,600
29 Nov 2023:48.75:49.82:47.93:48.60:48.60:1,826,900
28 Nov 2023:46.33:47.99:46.23:47.60:47.60:1,213,200
27 Nov 2023:47.09:48.19:46.48:46.48:46.48:1,019,900
24 Nov 2023:46.51:47.15:46.00:47.05:47.05:388,100
22 Nov 2023:47.24:47.43:46.18:46.84:46.84:1,046,200
21 Nov 2023:46.35:46.49:44.84:46.15:46.15:1,333,300
20 Nov 2023:46.44:48.69:46.44:47.05:47.05:1,485,700
17 Nov 2023:46.39:48.05:45.95:46.81:46.81:1,930,400
16 Nov 2023:48.37:48.78:47.03:48.55:48.55:958,700
15 Nov 2023:48.96:50.08:48.35:48.98:48.98:1,836,400
14 Nov 2023:47.00:49.54:46.65:48.76:48.76:2,215,600
13 Nov 2023:45.42:45.92:44.88:45.21:45.21:936,100
10 Nov 2023:43.32:44.82:43.15:44.61:44.61:902,900
9 Nov 2023:45.30:45.49:43.19:43.27:43.27:1,245,200
8 Nov 2023:44.58:44.95:43.59:44.74:44.74:1,080,000
7 Nov 2023:43.25:45.73:42.04:44.55:44.55:2,399,300
6 Nov 2023:42.66:43.10:40.19:41.48:41.48:1,519,300
3 Nov 2023:41.43:42.72:40.85:42.36:42.36:3,046,900
2 Nov 2023:42.70:44.45:41.56:41.65:41.65:2,132,500
1 Nov 2023:43.28:43.98:41.27:42.03:42.03:1,529,000
31 Oct 2023:42.09:43.35:41.69:43.28:43.28:916,000
30 Oct 2023:43.06:43.15:41.44:41.86:41.86:928,900
27 Oct 2023:41.88:42.96:41.38:42.24:42.24:1,350,600
26 Oct 2023:42.20:43.19:41.16:41.27:41.27:1,606,100
25 Oct 2023:45.93:46.08:41.97:42.30:42.30:1,168,500
24 Oct 2023:45.00:46.52:44.97:45.88:45.88:1,129,200
23 Oct 2023:43.50:45.12:42.62:44.40:44.40:891,000
20 Oct 2023:46.60:46.80:43.83:44.32:44.32:1,327,700
19 Oct 2023:46.99:48.14:46.60:46.73:46.73:1,022,400
18 Oct 2023:47.92:48.77:46.13:46.54:46.54:1,113,400
17 Oct 2023:45.79:49.80:45.79:48.38:48.38:2,003,700
16 Oct 2023:45.82:47.57:45.27:46.92:46.92:1,301,500
13 Oct 2023:47.66:47.91:45.45:45.69:45.69:1,163,500
12 Oct 2023:48.38:48.92:46.62:47.73:47.73:902,500
11 Oct 2023:48.05:48.74:47.77:48.34:48.34:1,050,500
10 Oct 2023:46.69:48.74:46.60:47.69:47.69:1,150,900
9 Oct 2023:45.07:46.86:44.80:46.48:46.48:993,600
6 Oct 2023:43.44:46.97:43.44:46.42:46.42:1,781,800
5 Oct 2023:44.98:45.38:43.15:44.54:44.54:1,249,200
4 Oct 2023:44.31:45.03:43.89:44.74:44.74:1,252,400
3 Oct 2023:45.49:45.93:42.93:43.38:43.38:1,509,400
2 Oct 2023:45.06:46.29:44.70:46.02:46.02:1,177,700
29 Sept 2023:44.79:46.29:44.79:45.22:45.22:1,433,000
28 Sept 2023:42.61:44.90:42.16:43.99:43.99:1,195,400
